id,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,celeb_names,celeb_id
20,702986,1988,'02/nm0000002_rm2805435904_1924-9-16_1988.jpg',0.0,'Lauren Bacall',548.38500497 200.71600181 769.838507   422.16950384,3.4107203521710665,1.1966955393724619,'Aaron Carter',11516
21,702986,2004,'02/nm0000002_rm2813958144_1924-9-16_2004.jpg',0.0,'Lauren Bacall',294.49013827  52.41849499 345.81663326 103.74498998,4.344886669300918,3.783331115093286,'Aaron Christian Howles',11516
22,702986,1974,'02/nm0000002_rm289065984_1924-9-16_1974.jpg',0.0,'Lauren Bacall', 991.49939553  744.87654664 1430.41252351 1183.78967463,4.6352936759502485,3.911928082086322,'Aaron Coady',11516
23,702986,2007,'02/nm0000002_rm2983566080_1924-9-16_2007.jpg',0.0,'Lauren Bacall', 85.53605744  47.74847636 170.04411489 132.2565338 ,4.12685501353463,,'Aaron D. Spears',11516
24,702986,1974,'02/nm0000002_rm305843200_1924-9-16_1974.jpg',0.0,'Lauren Bacall',1020.12114152  743.27564838 1430.36838123 1153.52288809,4.521520133398809,3.6944072193780713,'Aaron Douglas',11516
25,702986,2005,'02/nm0000002_rm3224279040_1924-9-16_2005.jpg',0.0,'Lauren Bacall',317.3146448   88.26268899 377.26204487 148.21008906,1.6660390625776365,0.8994610049743585,'Aaron Eckhart',11516
26,702986,2007,'02/nm0000002_rm3453524224_1924-9-16_2007.jpg',0.0,'Lauren Bacall',197.03   72.998 289.408 165.376,2.77830482883718,,'Aaron Farb',11516
27,702986,2007,'02/nm0000002_rm3487078656_1924-9-16_2007.jpg',0.0,'Lauren Bacall',274.80881255  63.31178573 344.66182149 133.16479467,3.7398488125203393,3.190146010159886,'Aaron Franklin',11516
28,702986,2005,'02/nm0000002_rm350394368_1924-9-16_2005.jpg',0.0,'Lauren Bacall',163.62184139  88.37822229 219.46055572 144.21693662,3.4618366138397696,2.912146755664395,'Aaron Hill',11516
29,702986,2008,'02/nm0000002_rm3537671424_1924-9-16_2008.jpg',0.0,'Lauren Bacall', 80.61559618  58.78225177 145.55562943 123.72228501,4.220182934106967,3.5445020654454304,'Aaron Himelstein',11516
30,702986,1991,'02/nm0000002_rm370988544_1924-9-16_1991.jpg',0.0,'Lauren Bacall',641.93731084 152.61019079 978.65424011 489.32712006,1.024959336483786,,'Aaron Jay Rome',11516
31,702986,2006,'02/nm0000002_rm3730086656_1924-9-16_2006.jpg',0.0,'Lauren Bacall',152.02730197  46.67404842 210.70650709 105.35325354,2.6823374587319733,,'Aaron Katz',11516
32,702986,2006,'02/nm0000002_rm3954154240_1924-9-16_2006.jpg',0.0,'Lauren Bacall',120.16014205  33.17240238 168.53874561  81.55100594,2.2782440129817445,,'Aaron Kwok',11516
33,702986,2010,'02/nm0000002_rm4111175424_1924-9-16_2010.jpg',0.0,'Lauren Bacall',109.13807259 109.13807259 270.85018147 270.85018147,3.0148113134112697,,'Aaron Lohr',11516
34,702986,2008,'02/nm0000002_rm4175205632_1924-9-16_2008.jpg',0.0,'Lauren Bacall',121.46623055  66.50794393 170.3706885  115.41240188,2.364435191384157,2.0671785564150618,'Aaron Lustig',11516
35,702986,1990,'02/nm0000002_rm4213815808_1924-9-16_1990.jpg',0.0,'Lauren Bacall',328.383 197.439 621.984 491.04 ,3.8011019475627816,,'Aaron McCusker',11516
36,702986,2004,'02/nm0000002_rm4258380288_1924-9-16_2004.jpg',0.0,'Lauren Bacall',1564.88234051  423.48647384 1720.8737682   579.47790154,4.508299659148569,3.7398362935816474,'Aaron Michael Davies',11516
37,702986,2004,'02/nm0000002_rm4291934720_1924-9-16_2004.jpg',0.0,'Lauren Bacall',1199.76289357  294.82275176 1437.25787229  532.31773048,4.03764897393072,1.9674323857206453,'Aaron Michael Metchik',11516
38,702986,1991,'02/nm0000002_rm454874624_1924-9-16_1991.jpg',0.0,'Lauren Bacall', 674.66775147  491.22600107 1222.94500267 1039.50325227,3.6613924628083367,1.3952884609600202,'Aaron Norris',11516
39,702986,1974,'02/nm0000002_rm473615360_1924-9-16_1974.jpg',0.0,'Lauren Bacall',1115.06157357  560.04728679 1942.55000376 1387.53571697,2.3070352377186185,2.0854277039339357,'Aaron Paul',11516
40,702986,1991,'02/nm0000002_rm505206272_1924-9-16_1991.jpg',0.0,'Lauren Bacall', 836.18510021  280.09370007 1251.20565032  695.11425018,3.4542888874117925,,'Aaron Pearl',11516
41,702986,2004,'02/nm0000002_rm634689536_1924-9-16_2004.jpg',0.0,'Lauren Bacall', 69.93284474 104.63226712 131.85780501 166.55722739,3.2685460289578967,1.22344477780241,'Aaron Pedersen',11516
42,702986,2006,'02/nm0000002_rm800626688_1924-9-16_2006.jpg',0.0,'Lauren Bacall', 41.89528796  83.18857593 227.11308381 268.40637177,5.272468247239643,,'Aaron Rodgers',11516
43,702986,2005,'02/nm0000002_rm81958912_1924-9-16_2005.jpg',0.0,'Lauren Bacall', 79.65119768  79.65119768 221.53935351 221.53935351,4.723313369576708,,'Aaron Ruell',11516
44,702986,1991,'02/nm0000002_rm991745536_1924-9-16_1991.jpg',0.0,'Lauren Bacall', 800.52459571  427.90218438 1277.56255314  904.94014181,3.3516153597847174,,'Aaron Russo',11516
45,706650,1966,'03/nm0000003_rm1514206208_1934-9-28_1966.jpg',0.0,'Brigitte Bardot',1172.954  381.754 1455.808  664.608,1.3310627398838877,1.1813295418220182,'Aaron Schwartz',2585
46,706650,1963,'03/nm0000003_rm1883436032_1934-9-28_1963.jpg',0.0,'Brigitte Bardot',   4.054  652.694 1167.552 1816.192,3.056357723274137,,'Aaron Seltzer',2585
47,706650,1963,'03/nm0000003_rm1900213248_1934-9-28_1963.jpg',0.0,'Brigitte Bardot',3826.98998468  474.83122619 4424.84956121 1072.69080272,1.8853980326107567,,'Aaron Sorkin',2585
48,706650,1963,'03/nm0000003_rm2034430976_1934-9-28_1963.jpg',0.0,'Brigitte Bardot',1045.25050069  350.00950023 1564.29225103  869.05125057,3.776049153912105,,'Aaron Stanford',2585
49,706650,1963,'03/nm0000003_rm2051208192_1934-9-28_1963.jpg',0.0,'Brigitte Bardot',1017.40429911  590.01764685 1495.8532829  1068.46663064,1.994542457546828,,'Aaron Taylor-Johnson',2585
50,706650,1963,'03/nm0000003_rm2067985408_1934-9-28_1963.jpg',0.0,'Brigitte Bardot',142.60527326 142.60527326 560.92909303 560.92909303,2.7234192060117577,,'Aaron Tveit',2585
51,706650,1963,'03/nm0000003_rm2084762624_1934-9-28_1963.jpg',0.0,'Brigitte Bardot',1382.52740535  980.41257879 1895.68418236 1493.5693558 ,1.6645078911169486,1.5145023215166853,'Aaron Wolff',2585
52,706650,1963,'03/nm0000003_rm2148710400_1934-9-28_1963.jpg',0.0,'Brigitte Bardot', 963.67440471  295.78801255 1202.19550589  534.30911373,2.3413360843079296,,'Aaron Yoo',2585
53,706650,1963,'03/nm0000003_rm2165487616_1934-9-28_1963.jpg',0.0,'Brigitte Bardot',1337.69078432  215.64164549 1576.2118855   454.16274667,3.3879776742421788,1.8893041596905809,'Aaron Zigman',2585
54,706650,1965,'03/nm0000003_rm3244276480_1934-9-28_1965.jpg',0.0,'Brigitte Bardot',351.8787607  158.90809231 429.79830685 236.82763847,3.7002736716495113,3.5732361721741186,'Aasha Davis',2585
55,706650,1965,'03/nm0000003_rm3277830912_1934-9-28_1965.jpg',0.0,'Brigitte Bardot',193.99366838 351.8787607  271.91321454 429.79830685,4.10249306100235,3.9087169282644414,'Abbas Kiarostami',2585
56,706650,1965,'03/nm0000003_rm3294608128_1934-9-28_1965.jpg',0.0,'Brigitte Bardot',312.015 164.703 458.304 310.992,2.9969154970029512,1.7038645903560694,'Abbey Lee',2585
57,706650,1965,'03/nm0000003_rm3311385344_1934-9-28_1965.jpg',0.0,'Brigitte Bardot',245.44763077 207.84384142 413.64168284 376.03789349,3.8103220118651033,2.0752559681993974,'Abbie Cornish',2585
58,706650,1965,'03/nm0000003_rm3328162560_1934-9-28_1965.jpg',0.0,'Brigitte Bardot',264.16482052 474.67827694 421.02691284 631.54036925,4.177976564727136,1.6782583697822238,'Abby Brammell',2585
59,706650,1965,'03/nm0000003_rm3395271424_1934-9-28_1965.jpg',0.0,'Brigitte Bardot', 99.231 262.911 392.832 556.512,4.094092982957844,3.814742905865911,'Abby Elliott',2585
60,706650,1965,'03/nm0000003_rm3428825856_1934-9-28_1965.jpg',0.0,'Brigitte Bardot',246.62203249 246.62203249 561.36921711 561.36921711,4.2606610575563035,,'Abdallah El Akal',2585
61,706650,1965,'03/nm0000003_rm3445603072_1934-9-28_1965.jpg',0.0,'Brigitte Bardot',264.24952544 245.44763077 347.83505148 329.03315681,2.8184637263427685,1.430016183817318,'Abdellatif Kechiche',2585
62,706650,1965,'03/nm0000003_rm3462380288_1934-9-28_1965.jpg',0.0,'Brigitte Bardot', 38.62678935 151.4381574  376.03789349 488.84926154,2.642337814402985,2.6411897499082686,'Abderrahmane Sissako',2585
63,706650,1965,'03/nm0000003_rm3479157504_1934-9-28_1965.jpg',0.0,'Brigitte Bardot',255.3934265  220.30785043 333.31297266 298.22739659,2.465981532994811,2.122636884852273,'Abe Vigoda',2585
64,706650,1962,'03/nm0000003_rm3515201536_1934-9-28_1962.jpg',0.0,'Brigitte Bardot',1090.76405743  247.88710974 1246.75548512  403.87853743,4.700462238532424,2.836478632900592,'Abel Ferrara',2585
65,706650,1962,'03/nm0000003_rm3531978752_1934-9-28_1962.jpg',0.0,'Brigitte Bardot',425.64047143 143.24549048 605.13210205 322.73712109,3.6575073356535115,1.0973804185601383,'Abel Korzeniowski',2585
66,706650,1962,'03/nm0000003_rm3548755968_1934-9-28_1962.jpg',0.0,'Brigitte Bardot', 953.27597484  542.51844025 1145.79733334  735.03979874,3.0762076571245163,1.4214109148812826,'Abhay Deol',2585
67,706650,1962,'03/nm0000003_rm3716528128_1934-9-28_1962.jpg',0.0,'Brigitte Bardot',1470.02936017  114.96964309 1637.3638248   282.30410772,3.0742146437463904,1.964079113494092,'Abhi Sinha',2585
68,711882,1978,'04/nm0000004_rm1520029184_1949-1-24_1978.jpg',1.0,'John Belushi',2059.315 1293.995 2416.8   1651.48 ,3.1188050353382337,1.733514715001489,'Abhishek Bachchan',9474
69,711882,1978,'04/nm0000004_rm1553583616_1949-1-24_1978.jpg',1.0,'John Belushi',1375.164  689.724 2604.672 1919.232,2.00006046773334,,'Abi Morgan',9474
70,711882,1978,'04/nm0000004_rm1570360832_1949-1-24_1978.jpg',1.0,'John Belushi',2435.87713392 1131.63281816 2964.19162673 1659.94731097,3.8344412235337497,,'Abigail Breslin',9474
71,711882,1978,'04/nm0000004_rm1727967232_1949-1-24_1978.jpg',1.0,'John Belushi', 405.46940136  486.15368164 1129.57992382 1210.26420409,4.389420215327456,,'Abigail Hargrove',9474
72,711882,1981,'04/nm0000004_rm3329471232_1949-1-24_1981.jpg',1.0,'John Belushi',660.75758469 397.27375081 828.09204932 564.60821545,2.8708528735963017,2.546509837362288,'Abigail Spencer',9474
73,711882,1981,'04/nm0000004_rm3346248448_1949-1-24_1981.jpg',1.0,'John Belushi',231.424 428.032 524.288 720.896,3.0838733767304576,2.8773250550102936,'Abigail Thaw',9474
74,711882,1981,'04/nm0000004_rm4168332032_1949-1-24_1981.jpg',1.0,'John Belushi',1206.91270031  187.41180005 1621.93325041  602.43235015,4.5791144448915535,2.175297977904888,'Abigail Titmuss',9474
75,711882,1981,'04/nm0000004_rm4185109248_1949-1-24_1981.jpg',1.0,'John Belushi',1200.14843604  344.3624103  1711.57205149  855.78602574,2.9902181331887294,2.273285283989476,'Abraham Benrubi',9474
76,711882,1978,'04/nm0000004_rm419344384_1949-1-24_1978.jpg',1.0,'John Belushi',548.38500497 200.71600181 993.34000903 645.67100587,3.380612194364013,,'Ace Frehley',9474
77,711882,1981,'04/nm0000004_rm4201886464_1949-1-24_1981.jpg',1.0,'John Belushi',1286.1402528   338.35787573 1559.2548784   611.47250133,1.994480282084769,1.7851937691268225,'Ace Young',9474
78,700730,2003,'05/nm0000005_rm1521844480_1918-7-14_2003.jpg',1.0,'Ingmar Bergman', 933.60402833  454.5180709  1171.09900705  692.01304962,1.7329300364846874,,'Ada Nicodemou',7818
79,700730,2003,'05/nm0000005_rm2697042176_1918-7-14_2003.jpg',1.0,'Ingmar Bergman',326.66031961 163.68215981 380.28237288 217.30421308,2.296265053064768,1.8037890855300347,'Adair Tishler',7818
80,700730,2003,'05/nm0000005_rm2713819392_1918-7-14_2003.jpg',1.0,'Ingmar Bergman',142.72783642 249.09871373 221.6059944  327.97687172,1.96810804045219,,'Adal Ramones',7818
81,700730,2003,'05/nm0000005_rm2898368768_1918-7-14_2003.jpg',1.0,'Ingmar Bergman',222.65340827 111.67870413 298.77804959 187.80334546,2.421371161058074,,'Adam Alexi-Malle',7818
82,699680,1969,'06/nm0000006_rm1640745984_1915-8-29_1969.jpg',0.0,'Ingrid Bergman', 939.86863188  599.7804021  1700.44114887 1360.3529191 ,3.6110526195352763,3.2786155688352485,'Adam Ant',7820
83,699680,1969,'06/nm0000006_rm1691077632_1915-8-29_1969.jpg',0.0,'Ingrid Bergman',2643.0215059  1826.78446836 3202.16068574 2385.9236482 ,2.2292231660626336,1.6267350437874637,'Adam Arkin',7820
84,699680,1969,'06/nm0000006_rm1707854848_1915-8-29_1969.jpg',0.0,'Ingrid Bergman',1266.72168173  635.50734086 1972.5448152  1341.33047434,3.9948460869518434,3.1186507621452737,'Adam Baldwin',7820
85,699680,1969,'06/nm0000006_rm1724632064_1915-8-29_1969.jpg',0.0,'Ingrid Bergman',1430.817 1430.817 2279.808 2279.808,3.0706909001875786,2.1681982378580043,'Adam Beach',7820
86,699680,1974,'06/nm0000006_rm221957120_1915-8-29_1974.jpg',0.0,'Ingrid Bergman',3173.14469259  401.04083657 4059.15207489 1287.04821887,4.0964305784174595,,'Adam Brody',7820
87,699680,1974,'06/nm0000006_rm305843200_1915-8-29_1974.jpg',0.0,'Ingrid Bergman',1020.12114152  743.27564838 1430.36838123 1153.52288809,4.521520133398809,3.6944072193780713,'Adam Brooks',7820
88,699680,1969,'06/nm0000006_rm416009216_1915-8-29_1969.jpg',0.0,'Ingrid Bergman',2753.885  975.229 3476.464 1697.808,3.1513739335970445,2.595128193747086,'Adam Brown',7820
89,699680,1969,'06/nm0000006_rm432786432_1915-8-29_1969.jpg',0.0,'Ingrid Bergman',2619.981  956.501 3041.792 1378.312,2.2220934050591614,1.0303182126311037,'Adam Busch',7820
90,699680,1978,'06/nm0000006_rm469283328_1915-8-29_1978.jpg',0.0,'Ingrid Bergman',1200.14843604  287.31000858 1711.57205149  798.73362403,3.4723093017328504,1.3274533910875692,'Adam Buxton',7820
91,702820,1972,'08/nm0000008_rm1238402304_1924-4-3_1972.jpg',1.0,'Marlon Brando',325.09286624 232.50147589 740.73112285 648.13973249,4.157366763416131,,'Adam Campbell',12843
92,702820,1972,'08/nm0000008_rm1322288384_1924-4-3_1972.jpg',1.0,'Marlon Brando',509.61259959 249.11548761 620.23121902 359.73410703,2.110141895960989,,'Adam Clayton',12843
93,702820,1972,'08/nm0000008_rm1355842816_1924-4-3_1972.jpg',1.0,'Marlon Brando',286.0064324  257.50808916 541.46852156 512.97017832,2.4509053084295966,,'Adam Copeland',12843
94,702820,1972,'08/nm0000008_rm1389397248_1924-4-3_1972.jpg',1.0,'Marlon Brando',533.42349455 325.09286624 636.5658087  428.2351804 ,2.570489084725072,2.146851090299117,'Adam Croasdell',12843
95,702820,1972,'08/nm0000008_rm1422951680_1924-4-3_1972.jpg',1.0,'Marlon Brando',230.175 508.431 376.464 654.72 ,1.6835266765091272,,'Adam Davidson',12843
96,702820,1972,'08/nm0000008_rm1439728896_1924-4-3_1972.jpg',1.0,'Marlon Brando', 38.62678935 377.06089349 376.03789349 714.47199763,1.7557409781313371,1.1912303679068803,'Adam DeVine',12843
97,702820,1972,'08/nm0000008_rm1560581632_1924-4-3_1972.jpg',1.0,'Marlon Brando',124.40594045 276.41325177 209.01005307 361.01736439,1.2653017179836443,,'Adam DiMarco',12843
98,702820,1963,'08/nm0000008_rm1922862592_1924-4-3_1963.jpg',1.0,'Marlon Brando',120.54271164  46.28008062 171.37530234  97.11267132,2.270052147666489,,'Adam Elliot',12843
99,702820,1963,'08/nm0000008_rm1939639808_1924-4-3_1963.jpg',1.0,'Marlon Brando', 96.85211174  64.76207449 192.54022347 160.45018623,1.6909361751028016,,'Adam Ferrara',12843
100,702820,1963,'08/nm0000008_rm1956417024_1924-4-3_1963.jpg',1.0,'Marlon Brando', 69.36850066  23.51083355 171.96625166 126.10858455,2.0351065407277518,,'Adam G. Sevani',12843
101,702820,1963,'08/nm0000008_rm1989971456_1924-4-3_1963.jpg',1.0,'Marlon Brando',115.22616777  69.36850066 217.82391876 171.96625166,3.5247277010668068,,'Adam Garcia',12843
102,702820,1996,'08/nm0000008_rm2191825152_1924-4-3_1996.jpg',1.0,'Marlon Brando',183.0284734   91.9522367  387.07400597 295.99776927,1.4069580324285864,,'Adam Greydon Reid',12843
103,702820,1990,'08/nm0000008_rm2282458624_1924-4-3_1990.jpg',1.0,'Marlon Brando',244.10084082 445.8115415  605.13210205 806.84280273,2.7861790506893165,2.0882751038600467,'Adam Hann-Byrd',12843
104,702820,2010,'08/nm0000008_rm2318828288_1924-4-3_2010.jpg',1.0,'Marlon Brando',491.37512006 303.17238157 828.09204932 639.88931084,4.191879967961231,,'Adam Harrington',12843
105,702820,1990,'08/nm0000008_rm2332790272_1924-4-3_1990.jpg',1.0,'Marlon Brando',1194.05601083  548.38500497 1639.0110149   993.34000903,5.89805855930679,4.549362681642738,'Adam Hendershott',12843
106,702820,1990,'08/nm0000008_rm2349567488_1924-4-3_1990.jpg',1.0,'Marlon Brando',1091.28578369  123.07442041 1452.31704491  484.10568164,3.0985189658280508,,'Adam Herz',12843
107,702820,1990,'08/nm0000008_rm2450230784_1924-4-3_1990.jpg',1.0,'Marlon Brando', 133.12   264.192 1310.72  1441.792,2.3748652179618506,,'Adam Hicks',12843
108,702820,1994,'08/nm0000008_rm2514467328_1924-4-3_1994.jpg',1.0,'Marlon Brando', 836.18510021  141.07085004 1251.20565032  556.09140014,1.9673885464172791,,'Adam Horovitz',12843
109,702820,1990,'08/nm0000008_rm2517339648_1924-4-3_1990.jpg',1.0,'Marlon Brando', 854.016  231.424 1146.88   524.288,3.377054065816061,2.5582684330458307,'Adam Howard',12843
110,702820,1990,'08/nm0000008_rm2534116864_1924-4-3_1990.jpg',1.0,'Marlon Brando',511.79845013 141.07085004 926.81900024 556.09140014,1.95305896248162,,'Adam Irigoyen',12843
111,702820,1966,'08/nm0000008_rm2733021440_1924-4-3_1966.jpg',1.0,'Marlon Brando',244.22413608 169.37055575 411.69469182 336.84111149,0.9122461002709841,,'Adam J. Yeend',12843
112,702820,1967,'08/nm0000008_rm2781387008_1924-4-3_1967.jpg',1.0,'Marlon Brando',326.76913261  41.67739158 399.12843745 114.03669641,4.179530930894974,3.5327859697638955,'Adam Kimmel',12843
113,702820,1977,'08/nm0000008_rm3007484416_1924-4-3_1977.jpg',1.0,'Marlon Brando',306.93073004  86.38844441 361.44430145 140.90201582,2.3197195755948368,1.811759921297901,'Adam LaVorgna',12843
114,702820,2011,'08/nm0000008_rm3037179904_1924-4-3_2011.jpg',1.0,'Marlon Brando',554.88 216.96 829.44 491.52,3.9194252715981945,3.840583527997147,'Adam Lamberg',12843
115,702820,1964,'08/nm0000008_rm3248131584_1924-4-3_1964.jpg',1.0,'Marlon Brando',111.73712713 229.1055391  166.78669069 284.15510266,2.438708664624296,,'Adam Lambert',12843
116,702820,1990,'08/nm0000008_rm3336483584_1924-4-3_1990.jpg',1.0,'Marlon Brando', 812.58711501  153.83802157 1266.82517971  608.07608626,2.975978358582353,2.7248302365633656,'Adam Lazarre-White',12843
117,702820,1996,'08/nm0000008_rm3365452288_1924-4-3_1996.jpg',1.0,'Marlon Brando',1756.93109594  607.18010205 1936.42272655  786.67173266,3.2894034331700683,2.2112342810067003,'Adam LeFevre',12843
118,702820,1976,'08/nm0000008_rm3626613248_1924-4-3_1976.jpg',1.0,'Marlon Brando',472.39872645 224.30623885 694.6589653  446.56647769,1.7509648410967888,,'Adam MacDonald',12843
119,702820,1976,'08/nm0000008_rm3643390464_1924-4-3_1976.jpg',1.0,'Marlon Brando',314.50477564 115.01637296 569.9668648  370.47846212,3.6856846366368576,,'Adam Marcinowski',12843
120,702820,1976,'08/nm0000008_rm3693722112_1924-4-3_1976.jpg',1.0,'Marlon Brando',158.90809231 562.39221711 315.77018463 719.25430943,1.6814311367171204,,'Adam McKay',12843
121,702820,2001,'08/nm0000008_rm3703158272_1924-4-3_2001.jpg',1.0,'Marlon Brando',1319.46716938  340.81292927 1656.18409865  677.52985854,3.121698975264428,2.306450760468272,"""Adam O'Byrne""",12843
122,702820,1976,'08/nm0000008_rm3744053760_1924-4-3_1976.jpg',1.0,'Marlon Brando',142.0826023  172.30965994 231.74077521 261.96783285,2.4322305047575545,0.742024403443382,'Adam Pally',12843
123,702820,1994,'08/nm0000008_rm3772758528_1924-4-3_1994.jpg',1.0,'Marlon Brando', 889.575083    566.83796191 1250.60634423  927.86922314,3.996594368619371,3.6451553719432326,'Adam Pascal',12843
124,702820,1972,'08/nm0000008_rm3913711872_1924-4-3_1972.jpg',1.0,'Marlon Brando',627.65082516 164.24132504 834.13710021 370.72760009,4.40098128432019,3.9662522397678313,'Adam Rapp',12843
125,702820,1972,'08/nm0000008_rm3930489088_1924-4-3_1972.jpg',1.0,'Marlon Brando',1001.472  264.192 1146.88   409.6  ,3.6755646454198576,2.9486128975278882,'Adam Rayner',12843
126,702820,1972,'08/nm0000008_rm3947266304_1924-4-3_1972.jpg',1.0,'Marlon Brando', 980.40400213  552.3732512  1528.68125333 1100.6505024 ,4.119179329646358,,'Adam Rich',12843
127,702820,1972,'08/nm0000008_rm3980820736_1924-4-3_1972.jpg',1.0,'Marlon Brando', 399.38400361  598.05200542 1291.34201174 1490.01001354,2.9951072414948334,,'Adam Richman',12843
128,702820,1994,'08/nm0000008_rm4007639552_1924-4-3_1994.jpg',1.0,'Marlon Brando',1286.1402528  368.9315008 1834.417504   917.208752 ,2.8430059926146694,1.8191798011198217,'Adam Rifkin',12843
129,702820,1994,'08/nm0000008_rm4024416768_1924-4-3_1994.jpg',1.0,'Marlon Brando', 566.83796191  728.20652246 1290.94848437 1452.31704491,2.0324512146818923,,'Adam Roarke',12843
130,702820,1990,'08/nm0000008_rm4175344384_1924-4-3_1990.jpg',1.0,'Marlon Brando',237.60102554 190.39702043 660.85607151 613.6520664 ,2.350441809486194,,'Adam Rodriguez',12843
131,702820,1978,'08/nm0000008_rm490523648_1924-4-3_1978.jpg',1.0,'Marlon Brando',1822.509  973.773 2091.528 1242.792,3.3115768707461037,,'Adam Savage',12843
132,702820,1996,'08/nm0000008_rm790334976_1924-4-3_1996.jpg',1.0,'Marlon Brando',1102.6985024  368.9315008 1650.9757536  917.208752 ,2.0944720093835203,,'Adam Scarimbolo',12843
133,703406,1963,'09/nm0000009_rm0447488_1925-11-10_1963.jpg',1.0,'Richard Burton',318.12685538 283.00698256 632.15771077 597.03783795,1.6728233517755458,,'Adam Scott',16059
134,703406,1963,'09/nm0000009_rm117888000_1925-11-10_1963.jpg',1.0,'Richard Burton',1067.88985027  372.77560009 1482.91040038  787.7961502 ,5.105284339876643,,'Adam Sessler',16059
135,703406,1972,'09/nm0000009_rm1220450816_1925-11-10_1972.jpg',1.0,'Richard Burton',230.07634486 142.77107063 327.39477837 240.08950414,3.654907497350085,3.130648878173372,'Adam Shankman',16059
